"","token","lemma"
"11192","drivelling","drivel"
"11193","drivels","drivel"
"11194","driven","drive"
"11195","drivers","driver"
"11196","drives","drive"
"11197","driveways","driveway"
"11198","driving","drive"
"11199","drivings","driving"
"11200","drizzled","drizzle"
"11201","drizzles","drizzle"
"11202","drizzling","drizzle"
"11203","droits","droit"
"11204","droller","droll"
"11205","drollest","droll"
"11206","dromedaries","dromedary"
"11207","droned","drone"
"11208","drones","drone"
"11209","droning","drone"
"11210","drooled","drool"
"11211","drooling","drool"
"11212","drools","drool"
"11213","drooped","droop"
"11214","droopier","droopy"
"11215","droopiest","droopy"
"11216","drooping","droop"
"11217","droops","droop"
"11218","drop-outs","drop-out"
"11219","droplets","droplet"
"11220","dropouts","dropout"
"11221","dropped","drop"
"11222","droppers","dropper"
"11223","dropping","drop"
"11224","drops","drop"
"11225","dropsies","dropsy"
"11226","droughts","drought"
"11227","drove","drive"
"11228","drovers","drover"
"11229","droves","drove"
"11230","drowned","drown"
"11231","drowning","drown"
"11232","drownings","drowning"
"11233","drowns","drown"
"11234","drowsed","drowse"
"11235","drowses","drowse"
"11236","drowsier","drowsy"
"11237","drowsiest","drowsy"
"11238","drowsing","drowse"
"11239","drs","dr"
"11240","drudges","drudge"
"11241","drugged","drug"
"11242","drugging","drug"
"11243","druggists","druggist"
"11244","drugs","drug"
"11245","drugstores","drugstore"
"11246","druids","druid"
"11247","drumbeats","drumbeat"
"11248","drummed","drum"
"11249","drummers","drummer"
"11250","drumming","drum"
"11251","drums","drum"
"11252","drumsticks","drumstick"
"11253","drunk","drink"
"11254","drunkards","drunkard"
"11255","drunker","drunk"
"11256","drunkest","drunk"
"11257","drunks","drunk"
"11258","dry","spin-dry"
"11259","dry-cleaned","dry-clean"
"11260","dry-cleaners","dry-cleaner"
"11261","dry-cleaning","dry-clean"
"11262","dry-cleanings","dry-cleaning"
"11263","dry-cleans","dry-clean"
"11264","dryads","dryad"
"11265","dryer","dry"
"11266","dryers","dryer"
"11267","drying","dry"
"11268","ds","d"
"11269","dualisms","dualism"
"11270","dualists","dualist"
"11271","dualities","duality"
"11272","dubbed","dub"
"11273","dubbing","dub"
"11274","dubs","dub"
"11275","duchesses","duchess"
"11276","duchies","duchy"
"11277","ducked","duck"
"11278","ducking","duck"
"11279","duckings","ducking"
"11280","ducklings","duckling"
"11281","ducks","duck"
"11282","ducts","duct"
"11283","dudes","dude"
"11284","duds","dud"
"11285","dueled","duel"
"11286","dueling","duel"
"11287","duelled","duel"
"11288","duelling","duel"
"11289","duels","duel"
"11290","dues","due"
"11291","duets","duet"
"11292","duffed","duff"
"11293","duffels","duffel"
"11294","duffers","duffer"
"11295","duffing","duff"
"11296","duffles","duffle"
"11297","duffs","duff"
"11298","dug","dig"
"11299","dugongs","dugong"
"11300","dugouts","dugout"
"11301","duikers","duiker"
"11302","dukedoms","dukedom"
"11303","dukes","duke"
"11304","dullards","dullard"
"11305","dulled","dull"
"11306","duller","dull"
"11307","dullest","dull"
"11308","dulling","dull"
"11309","dulls","dull"
"11310","dum-dums","dum-dum"
"11311","dumbbells","dumbbell"
"11312","dumber","dumb"
"11313","dumbest","dumb"
"11314","dumbos","dumbo"
"11315","dummies","dummy"
"11316","dumped","dump"
"11317","dumpers","dumper"
"11318","dumpier","dumpy"
"11319","dumpiest","dumpy"
"11320","dumping","dump"
"11321","dumplings","dumpling"
"11322","dumps","dump"
"11323","dunces","dunce"
"11324","dunes","dune"
"11325","dungeons","dungeon"
"11326","dunked","dunk"
"11327","dunking","dunk"
"11328","dunks","dunk"
"11329","dunlins","dunlin"
"11330","dunned","dun"
"11331","dunning","dun"
"11332","dunnocks","dunnock"
"11333","duns","dun"
"11334","duodena","duodenum"
"11335","duodenums","duodenum"
"11336","duopolies","duopoly"
"11337","duos","duo"
"11338","duped","dupe"
"11339","dupes","dupe"
"11340","duping","dupe"
"11341","duplexes","duplex"
"11342","duplicated","duplicate"
"11343","duplicates","duplicate"
"11344","duplicating","duplicate"
"11345","duplications","duplication"
"11346","duplicators","duplicator"
"11347","duplices","duplex"
"11348","duplicities","duplicity"
"11349","durabilities","durability"
"11350","durables","durable"
"11351","duras","dura"
"11352","durations","duration"
"11353","duresses","duress"
"11354","dus","du"
"11355","duskier","dusky"
"11356","duskiest","dusky"
"11357","dusks","dusk"
"11358","dust-jackets","dust-jacket"
"11359","dust-ups","dust-up"
"11360","dustbins","dustbin"
"11361","dustcarts","dustcart"
"11362","dusted","dust"
"11363","dusters","duster"
"11364","dustier","dusty"
"11365","dustiest","dusty"
"11366","dusting","dust"
"11367","dustmen","dustman"
"11368","dustpans","dustpan"
"11369","dusts","dust"
"11370","dustsheets","dustsheet"
"11371","dutchmen","dutchman"
"11372","dutchwomen","dutchwoman"
"11373","duties","duty"
"11374","dutifully","dutiful"
"11375","duvets","duvet"
"11376","dvs","dv"
"11377","dwarfed","dwarf"
"11378","dwarfing","dwarf"
"11379","dwarfisms","dwarfism"
"11380","dwarfs","dwarf"
"11381","dwarves","dwarf"
"11382","dwelled","dwell"
"11383","dwellers","dweller"
"11384","dwelling","dwell"
"11385","dwelling-houses","dwelling-house"
"11386","dwellings","dwelling"
"11387","dwells","dwell"
"11388","dwelt","dwell"
"11389","dwindled","dwindle"
"11390","dwindles","dwindle"
"11391","dwindling","dwindle"
"11392","dws","dw"
"11393","dxs","dx"
"11394","dyads","dyad"
"11395","dyed","dye"
"11396","dyeing","dye"
"11397","dyers","dyer"
"11398","dyes","dye"
"11399","dyestuffs","dyestuff"
"11400","dyked","dyke"
"11401","dykes","dyke"
"11402","dyking","dyke"
"11403","dynamics","dynamic"
"11404","dynamisms","dynamism"
"11405","dynamited","dynamite"
"11406","dynamites","dynamite"
"11407","dynamiting","dynamite"
"11408","dynamometers","dynamometer"
"11409","dynamos","dynamo"
"11410","dynasties","dynasty"
"11411","dyneins","dynein"
"11412","dyns","dyn"
"11413","dysarthrias","dysarthria"
"11414","dyscalculias","dyscalculia"
"11415","dyscrasias","dyscrasia"
"11416","dysenteries","dysentery"
"11417","dysfunctions","dysfunction"
"11418","dyskinesiae","dyskinesia"
"11419","dyskinesias","dyskinesia"
"11420","dyslexias","dyslexia"
"11421","dyslexics","dyslexic"
"11422","dyslipidemias","dyslipidemia"
"11423","dysmenorrhoeas","dysmenorrhoea"
"11424","dyspepsiae","dyspepsia"
"11425","dyspepsias","dyspepsia"
"11426","dysphagias","dysphagia"
"11427","dysphasias","dysphasia"
"11428","dysphorias","dysphoria"
"11429","dysplasiae","dysplasia"
"11430","dysplasias","dysplasia"
"11431","dyspnoeas","dyspnoea"
"11432","dysregulations","dysregulation"
"11433","dystocias","dystocia"
"11434","dystonias","dystonia"
"11435","dystopias","dystopia"
"11436","dystrophies","dystrophy"
"11437","dystrophins","dystrophin"
"11438","e-mailed","e-mail"
"11439","e-mailing","e-mail"
"11440","e-mails","e-mail"
"11441","eagles","eagle"
"11442","earaches","earache"
"11443","eardrums","eardrum"
"11444","eared","ear"
"11445","earing","ear"
"11446","earldoms","earldom"
"11447","earlier","early"
"11448","earliest","early"
"11449","earlobes","earlobe"
"11450","earls","earl"
"11451","earmarked","earmark"
"11452","earmarking","earmark"
"11453","earmarks","earmark"
"11454","earmoulds","earmould"
"11455","earned","earn"
"11456","earners","earner"
"11457","earning","earn"
"11458","earns","earn"
"11459","earphones","earphone"
"11460","earpieces","earpiece"
"11461","earplugs","earplug"
"11462","earrings","earring"
"11463","ears","ear"
"11464","earthed","earth"
"11465","earthier","earthy"
"11466","earthing","earth"
"11467","earthquakes","earthquake"
"11468","earths","earth"
"11469","earthworks","earthwork"
"11470","earthworms","earthworm"
"11471","earwigs","earwig"
"11472","eased","ease"
"11473","easels","easel"
"11474","easements","easement"
"11475","eases","ease"
"11476","easier","easy"
"11477","easiest","easy"
"11478","easing","ease"
"11479","easterlies","easterly"
"11480","easterners","easterner"
"11481","easters","easter"
"11482","eastwards","eastward"
"11483","eaten","eat"
"11484","eateries","eatery"
"11485","eaters","eater"
"11486","eating","eat"
"11487","eats","eat"
"11488","eaves","eave"
"11489","eavesdropped","eavesdrop"
"11490","eavesdroppers","eavesdropper"
"11491","eavesdropping","eavesdrop"
"11492","eavesdrops","eavesdrop"
"11493","ebbed","ebb"
"11494","ebbing","ebb"
"11495","ebbs","ebb"
"11496","ebonies","ebony"
"11497","eccentricities","eccentricity"
"11498","eccentrics","eccentric"
"11499","ecclesiae","ecclesia"
"11500","ecclesiastics","ecclesiastic"
"11501","echelons","echelon"
"11502","echinoderms","echinoderm"
"11503","echinoids","echinoid"
"11504","echocardiograms","echocardiogram"
"11505","echocardiographies","echocardiography"
"11506","echoed","echo"
"11507","echoes","echo"
"11508","echoing","echo"
"11509","echolocations","echolocation"
"11510","echos","echo"
"11511","eclairs","eclair"
"11512","eclampsias","eclampsia"
"11513","eclectics","eclectic"
"11514","eclipsed","eclipse"
"11515","eclipses","eclipse"
"11516","eclipsing","eclipse"
"11517","eco-systems","eco-system"
"11518","ecologies","ecology"
"11519","ecologists","ecologist"
"11520","economies","economy"
"11521","economised","economise"
"11522","economises","economise"
"11523","economising","economise"
"11524","economists","economist"
"11525","economized","economize"
"11526","economizes","economize"
"11527","economizing","economize"
"11528","ecosystems","ecosystem"
"11529","ecstasies","ecstasy"
"11530","ectoparasites","ectoparasite"
"11531","ecuadorians","ecuadorian"
"11532","ecus","ecu"
"11533","eczemas","eczema"
"11534","eczemata","eczema"
"11535","eddied","eddy"
"11536","eddies","eddy"
"11537","eddying","eddy"
"11538","edemas","edema"
"11539","edemata","edema"
"11540","edged","edge"
"11541","edges","edge"
"11542","edgier","edgy"
"11543","edgiest","edgy"
"11544","edging","edge"
"11545","edgings","edging"
"11546","edicts","edict"
"11547","edifices","edifice"
"11548","edified","edify"
"11549","edifies","edify"
"11550","edifying","edify"
"11551","edited","edit"
"11552","editing","edit"
"11553","editions","edition"
"11554","editorialised","editorialise"
"11555","editorialises","editorialise"
"11556","editorialising","editorialise"
"11557","editorialized","editorialize"
"11558","editorializes","editorialize"
"11559","editorializing","editorialize"
"11560","editorials","editorial"
"11561","editors","editor"
"11562","editorships","editorship"
"11563","edits","edit"
"11564","eds","ed"
"11565","educated","educate"
"11566","educates","educate"
"11567","educating","educate"
"11568","educationalists","educationalist"
"11569","educationists","educationist"
"11570","educations","education"
"11571","educators","educator"
"11572","eecs","eec"
"11573","eels","eel"
"11574","eerier","eerie"
"11575","eeriest","eerie"
"11576","effaced","efface"
"11577","effaces","efface"
"11578","effacing","efface"
"11579","effected","effect"
"11580","effecting","effect"
"11581","effectivenesses","effectiveness"
"11582","effectors","effector"
"11583","effects","effect"
"11584","effectuated","effectuate"
"11585","effectuates","effectuate"
"11586","effectuating","effectuate"
"11587","effed","eff"
"11588","efficacies","efficacy"
"11589","efficiencies","efficiency"
"11590","effigies","effigy"
"11591","effing","eff"
"11592","efflorescences","efflorescence"
"11593","effluents","effluent"
"11594","effluvia","effluvium"
"11595","effluviums","effluvium"
"11596","effluxes","efflux"
"11597","efforts","effort"
"11598","effronteries","effrontery"
"11599","effs","eff"
"11600","effusions","effusion"
"11601","egalitarians","egalitarian"
"11602","egg-timers","egg-timer"
"11603","eggcups","eggcup"
"11604","egged","egg"
"11605","eggheads","egghead"
"11606","egging","egg"
"11607","eggplants","eggplant"
"11608","eggs","egg"
"11609","eggshells","eggshell"
"11610","egoists","egoist"
"11611","egomaniacs","egomaniac"
"11612","egos","ego"
"11613","egotists","egotist"
"11614","egressed","egress"
"11615","egresses","egress"
"11616","egressing","egress"
"11617","egrets","egret"
"11618","egs","eg"
"11619","egyptians","egyptian"
"11620","eiderdowns","eiderdown"
"11621","eiders","eider"
"11622","eigenfunctions","eigenfunction"
"11623","eigenstates","eigenstate"
"11624","eigenvalues","eigenvalue"
"11625","eigenvectors","eigenvector"
"11626","eight-hundredth","800"
"11627","eighteenth","18"
"11628","eighteenths","eighteenth"
"11629","eighth","8"
"11630","eighths","eighth"
"11631","eighties","eighty"
"11632","eightieth","80"
"11633","eightieths","eightieth"
"11634","eights","eight"
"11635","eighty-eighth","88"
"11636","eighty-eighths","eighty-eighth"
"11637","eighty-fifth","85"
"11638","eighty-fifths","eighty-fifth"
"11639","eighty-first","81"
"11640","eighty-firsts","eighty-first"
"11641","eighty-fourth","84"
"11642","eighty-fourths","eighty-fourth"
"11643","eighty-ninth","89"
"11644","eighty-ninths","eighty-ninth"
"11645","eighty-second","82"
"11646","eighty-seconds","eighty-second"
"11647","eighty-seventh","87"
"11648","eighty-sevenths","eighty-seventh"
"11649","eighty-sixth","86"
"11650","eighty-sixths","eighty-sixth"
"11651","eighty-third","83"
"11652","eighty-thirds","eighty-third"
"11653","eisteddfods","eisteddfod"
"11654","ejaculated","ejaculate"
