,seq_no,segment,polarity
1895,1895,"I did not know the extent to which it intruded on, or took priority over, his ethics.",0.4305785000324249
1896,1896,How deep did personality go?,0.45091983675956726
1897,1897,A perfectly formed moral system should float free of any particular disposition.,0.26284536719322205
1898,1898,But could it?,0.15822461247444153
1899,1899,"Confined to a hard drive, moral software was merely the dry equivalent of the brain-in-a-dish thought experiment that once littered philosophical textbooks.",0.19590125977993011
1900,1900,"Whereas an artificial human had to get down among us, imperfect, fallen us, and rub along.",0.23645958304405212
1901,1901,Hands assembled in sterile factory conditions must get dirty.,0.3556308150291443
1902,1902,"To exist in the human moral dimension was to own a body, a voice, a pattern of behaviour, memory and desire, experience solid things and feel pain.",0.2019631713628769
1903,1903,A perfectly honest being engaged in such a way with the world might find Miranda difficult to resist.,0.3275145888328552
1904,1904,"Through the night, I would fantasised Adam's destruction.",0.24390435218811035
1905,1905,I saw my hands tighten around the rope I used to drag him towards the filthy River Wandle.,0.328433632850647
1906,1906,If only he had not cost me so much.,0.3854270577430725
1907,1907,Now he was costing me more.,0.41154325008392334
1908,1908,His moment with Miranda could not have been a struggle between principle and the pursuit of pleasure.,0.5689589381217957
1909,1909,His erotic life was a simulacrum.,0.12770874798297882
1910,1910,He cared for her as a dishwasher cares for its dishes.,0.6577498912811279
1911,1911,"He, or his sub-routines, preferred her approval to my wrath.",0.42696163058280945
1912,1912,"I also blamed Miranda, who had ticked half the boxes and settled many intricacies of his nature.",0.6249737739562988
1913,1913,"And for setting her on, I blamed myself.",0.3259110152721405
1914,1914,"I would wanted to ""discover"" Adam in just the way I might a new friend, and here he was, a self-declared cad.",0.5232141017913818
1915,1915,I would wanted to bind myself closer to Miranda in the process.,0.23813897371292114
1916,1916,"Well, I had been thinking about her all night.",0.3705783784389496
1917,1917,It was success all round.,0.8923423290252686
1918,1918,I heard footsteps on the stairs.,0.5885950922966003
1919,1919,Two sets.,0.693686842918396
1920,1920,I drew yesterday's newspaper and my cup towards me and prepared to appear casually absorbed.,0.4007568657398224
1921,1921,I had my dignity to protect.,0.4986361563205719
1922,1922,Miranda's key turned in the lock.,0.5295617580413818
1923,1923,"As she preceded Adam into the kitchen, I looked up as though reluctant to be drawn away from my reading.",0.5738770365715027
1924,1924,I had just learned from the front page that the first permanent artificial heart had been installed in a man called Barney Clark.,0.36837729811668396
1925,1925,"It pained me that she seemed different, refreshed, newly arranged.",0.7742566466331482
1926,1926,It was another warm day.,0.5443981885910034
1927,1927,She wore a flimsy pleated skirt formed of two layers of white cheesecloth.,0.20266959071159363
1928,1928,"As she came towards me, the material brushed a line several inches above her bare knees.",0.3605014979839325
1929,1929,"No socks, canvas plimsolls of the sort we used to wear at school, and a cotton blouse buttoned chastely to the top.",0.5771447420120239
1930,1930,There was mockery in all this white.,0.1156630739569664
1931,1931,"Behind the crown of her head was a clasp I would never seen before, an ornament in bright red plastic, showily cheap.",0.15325507521629333
1932,1932,"Inconceivable, that Adam could have slipped out of the house to buy it for her at Simon's with coins taken from the papier-mache bowl in the kitchen.",0.28906428813934326
1933,1933,"But I conceived it, and experienced a hot jolt which I concealed behind a smile.",0.3955187201499939
1934,1934,I was not going to appear crushed.,0.5439260005950928
1935,1935,Adam had partly hidden himself behind her.,0.5026466846466064
1936,1936,"Now, when she stopped, he was at her side, but he would not look directly at me.",0.7015278935432434
1937,1937,"Miranda, however, appeared cheerful, with the amused pout of someone about to deliver important good news.",0.47576847672462463
1938,1938,The kitchen table was between us,0.589085578918457
1939,1939,"and they stood before me where I sat, like candidates for a job.",0.44973132014274597
1940,1940,"At any other time I would have stood to embrace her, offered to make her coffee.",0.39456403255462646
1941,1941,She was a morning addict and liked it strong.,0.5354723930358887
1942,1942,"Instead, I cocked my head, met her gaze and waited.",0.5455256104469299
1943,1943,"Of course, she was dressed for tennis, the ball was in her--ah,",0.3001183569431305
1944,1944,how I hated my own stupid thoughts.,0.5621971487998962
1945,1945,I could not imagine any good coming from a conversation with these two.,0.40017783641815186
1946,1946,Far better to contemplate Barney's luck with his new heart.,0.23377592861652374
1947,1947,"She said to Adam, ""Why do not you . . .""",0.42645835876464844
1948,1948,"She indicated his usual chair, and drew it back for him.",0.8178504109382629
1949,1949,He sat promptly.,0.44807082414627075
1950,1950,"We watched as he loosened his belt, took the power lead and plugged himself in.",0.33304885029792786
1951,1951,Of course he would be much depleted.,0.6206449270248413
1952,1952,She reached across his shoulder for the place on his nape and pressed.,0.6784003973007202
1953,1953,It was clearly by agreement.,0.6388768553733826
1954,1954,"As soon as his eyes closed, his head slumped, and we were alone.",0.6628134846687317
1955,1955,iranda went to the stove and prepared coffee.,0.5124267935752869
1956,1956,"While her back was still turned she said gaily, ""Charlie.",0.5130224227905273
1957,1957,"you are being ridiculous.""",0.32925403118133545
1958,1958,She brought two cups and a jug of milk to the table.,0.40756362676620483
1959,1959,She was swift and loose in her movements.,0.8230730295181274
1960,1960,If I had not been there she might have been singing to herself.,0.2818661034107208
1961,1961,There was a scent of lemon about her hands.,0.4546268880367279
1962,1962,I thought she was about to touch my shoulder,0.5277812480926514
1963,1963,"and I tensed,",0.35456332564353943
1964,1964,but she moved away again to the other side of the room.,0.7306119203567505
1965,1965,"After a moment she said with some delicacy, ""You heard us last night.""",0.6427075266838074
1966,1966,I did not reply.,0.7671196460723877
1967,1967,I shrugged.,0.662017822265625
1968,1968,"She said, ""If I would gone to bed with a vibrator would you be feeling the same?""",0.40474170446395874
1969,1969,She brought the coffee to the table and sat down close to me.,0.5659664273262024
1970,1970,"She was being kindly, concerned, in effect casting me as the sulking child, trying to make me forget that she was ten years my junior.",0.5731590390205383
1971,1971,What was passing between us was our most intimate exchange so far.,0.9524102807044983
1972,1972,Hostile?,0.39051976799964905
1973,1973,She had never before referred to any mood-state of mine.,0.6261212825775146
1974,1974,"She said, ""He has as much consciousness as one.""",0.4766254425048828
1975,1975,They do not weed the garden.,0.3071236312389374
1976,1976,He looks like a man.,0.336764395236969
1977,1977,"Another man.""",0.3158724308013916
1978,1978,His cock fills with distilled water.,0.6004944443702698
1979,1979,"From a reservoir in his right buttock.""",0.5186058878898621
1980,1980,This was comforting,0.908926784992218
1981,1981,but I was determined to be cool.,0.6835823655128479
1982,1982,She laughed.,0.6834040880203247
1983,1983,I had never seen her so light and free.,0.8311472535133362
1984,1984,"he is a fucking machine.""",0.29478442668914795
1985,1985,A fucking machine.,0.14198118448257446
